,Name,strain,replicate,time,bioreplicate,drug,person,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
A1860M,y126_0_6b_B1,A18,6,0,one,FLC,M,8,9,11,0.38,0.26,0.27,122.6
A1860M,y126_0_6b_B2,A18,6,0,two,FLC,M,4,10,11,0.78,0.42,0.37,67.9
A1870M,y126_0_7a_B1,A18,7,0,one,FLC,M,10,15,22,0.11,0.31,0.39,85.9
A1870M,y126_0_7a_B2,A18,7,0,two,FLC,M,2,10,11,0.69,0.47,0.41,54.3
A1870M,y126_0_7b_B1,A18,7,0,one,FLC,M,2,8,9,0.94,0.5,0.39,121.9
A1880M,y126_0_8a_B1,A18,8,0,one,FLC,M,0,7,8,NA,0.58,0.42,104.7
A1880M,y126_0_8b_B1,A18,8,0,one,FLC,M,6,8,9,0.74,0.36,0.32,123
A1880M,y126_0_8b_B2,A18,8,0,two,FLC,M,4,10,11,0.98,0.47,0.39,65.6
A1890M,y126_0_9a_B1,A18,9,0,one,FLC,M,3,7,8,0.78,0.45,0.36,91.4
A1890M,y126_0_9a_B2,A18,9,0,two,FLC,M,0,8,10,NA,0.61,0.45,73.3
A1890M,y126_0_9b_B1,A18,9,0,one,FLC,M,4,8,10,0.8,0.44,0.38,98.9
A18105M,y126_5_10a_B1,A18,10,5,one,FLC,M,4,11,15,0.38,0.49,0.48,43.5
A18105M,y126_5_10a_B2,A18,10,5,two,FLC,M,0,8,9,NA,0.6,0.43,83.5
A18105M,y126_5_10b_B1,A18,10,5,one,FLC,M,5,11,21,0.64,0.45,0.58,55.4
A18105M,y126_5_10b_B2,A18,10,5,two,FLC,M,0,8,10,NA,0.64,0.45,72.3
A18115M,y126_5_11a_B1,A18,11,5,one,FLC,M,7,10,12,0.66,0.35,0.35,121.1
A18115M,y126_5_11a_B2,A18,11,5,two,FLC,M,1,9,11,NA,0.6,0.41,65.5
A18115M,y126_5_11b_B1,A18,11,5,one,FLC,M,4,8,8,0.57,0.33,0.3,130.7
A18115M,y126_5_11b_B2,A18,11,5,two,FLC,M,2,8,10,0.92,0.54,0.41,69.8
A18125M,y126_5_12a_B1,A18,12,5,one,FLC,M,5,8,9,0.65,0.38,0.31,116.1
A18125M,y126_5_12a_B2,A18,12,5,two,FLC,M,4,9,10,0.82,0.49,0.35,78
A18125M,y126_5_12b_B1,A18,12,5,one,FLC,M,5,9,12,0.56,0.36,0.4,92.4
A18125M,y126_5_12b_B2,A18,12,5,two,FLC,M,5,8,10,0.55,0.41,0.35,63
A1825M,y126_5_2a_B1,A18,2,5,one,FLC,M,2,7,9,0.78,0.56,0.45,94.1
A1825M,y126_5_2a_B2,A18,2,5,two,FLC,M,2,9,11,1,0.55,0.41,69.2
A1825M,y126_5_2b_B1,A18,2,5,one,FLC,M,5,9,11,0.6,0.44,0.35,91.6
A1825M,y126_5_2b_B2,A18,2,5,two,FLC,M,1,10,12,NA,0.52,0.44,62.5
A1835M,y126_5_3a_B1,A18,3,5,one,FLC,M,1,7,8,NA,0.57,0.41,140
A1835M,y126_5_3a_B2,A18,3,5,two,FLC,M,3,9,10,0.94,0.5,0.35,71
A1835M,y126_5_3b_B1,A18,3,5,one,FLC,M,5,8,10,0.61,0.39,0.34,113.3
A1835M,y126_5_3b_B2,A18,3,5,two,FLC,M,0,9,11,NA,0.61,0.48,71.6
A1845M,y126_5_4a_B1,A18,4,5,one,FLC,M,1,13,16,NA,0.63,0.45,42.4
A1845M,y126_5_4a_B2,A18,4,5,two,FLC,M,0,13,14,NA,0.72,0.53,78.2
A1845M,y126_5_4b_B1,A18,4,5,one,FLC,M,1,13,14,NA,0.52,0.4,83.8
A1845M,y126_5_4b_B2,A18,4,5,two,FLC,M,0,13,15,NA,0.81,0.55,76.4
A1855M,y126_5_5a_B1,A18,5,5,one,FLC,M,0,10,12,NA,0.84,0.66,23.6
A1855M,y126_5_5a_B2,A18,5,5,two,FLC,M,0,16,17,NA,0.62,0.56,17.8
A1855M,y126_5_5b_B1,A18,5,5,one,FLC,M,0,12,15,NA,0.7,0.54,53
A1855M,y126_5_5b_B2,A18,5,5,two,FLC,M,0,12,15,NA,0.93,0.62,24.9
A1865M,y126_5_6a_B1,A18,6,5,one,FLC,M,1,9,12,NA,0.56,0.52,76.5
A1865M,y126_5_6a_B2,A18,6,5,two,FLC,M,0,11,16,NA,0.66,0.58,33.2
A1865M,y126_5_6b_B1,A18,6,5,one,FLC,M,2,10,12,1,0.53,0.45,69.7
A1865M,y126_5_6b_B2,A18,6,5,two,FLC,M,0,10,13,NA,0.66,0.5,46
A1875M,y126_5_7a_B1,A18,7,5,one,FLC,M,3,9,12,0.75,0.49,0.45,80.3
A1875M,y126_5_7a_B2,A18,7,5,two,FLC,M,0,10,12,NA,0.61,0.48,62.7
A1875M,y126_5_7b_B1,A18,7,5,one,FLC,M,4,10,14,0.68,0.44,0.49,78.9
A1875M,y126_5_7b_B2,A18,7,5,two,FLC,M,0,9,11,NA,0.74,0.54,54.5
A1895M,y126_5_9a_B1,A18,9,5,one,FLC,M,7,9,11,0.56,0.28,0.33,118.1
A1895M,y126_5_9b_B1,A18,9,5,one,FLC,M,7,9,11,0.57,0.32,0.34,103.7
A0210Q,A02_0_1_a,A02,1,0,one,FLC,Q,12,13,20,0.07,0.09,0.35,72.9
A0210Q,A02_0_1_b,A02,1,0,one,FLC,Q,12,14,20,0.08,0.11,0.33,85.2
A02100Q,A02_0_10_a,A02,10,0,one,FLC,Q,12,14,18,0.09,0.13,0.24,89
A02100Q,A02_0_10_b,A02,10,0,one,FLC,Q,12,14,16,0.1,0.12,0.17,145
A02110Q,A02_0_11_a,A02,11,0,one,FLC,Q,12,14,16,0.13,0.15,0.19,146.9
A02110Q,A02_0_11_b,A02,11,0,one,FLC,Q,12,14,21,0.07,0.13,0.35,63.1
A02120Q,A02_0_12_a,A02,12,0,one,FLC,Q,11,13,15,0.07,0.11,0.19,121
A02120Q,A02_0_12_b,A02,12,0,one,FLC,Q,11,13,16,0.08,0.12,0.24,91.2
A0220Q,A02_0_2_a,A02,2,0,one,FLC,Q,12,14,20,0.09,0.13,0.33,92.4
A0220Q,A02_0_2_b,A02,2,0,one,FLC,Q,12,14,16,0.08,0.12,0.19,118.5
A0230Q,A02_0_3_a,A02,3,0,one,FLC,Q,12,14,21,0.1,0.14,0.36,88
A0230Q,A02_0_3_b,A02,3,0,one,FLC,Q,12,13,16,0.08,0.1,0.22,101.5
A0240Q,A02_0_4_a,A02,4,0,one,FLC,Q,12,14,21,0.08,0.14,0.37,96.3
A0240Q,A02_0_4_b,A02,4,0,one,FLC,Q,12,13,16,0.08,0.09,0.2,76.4
A0250Q,A02_0_5_a,A02,5,0,one,FLC,Q,12,14,16,0.07,0.1,0.18,137.8
A0250Q,A02_0_5_b,A02,5,0,one,FLC,Q,8,16,21,0.68,0.46,0.42,94.4
A0260Q,A02_0_6_a,A02,6,0,one,FLC,Q,12,14,16,0.14,0.14,0.18,122.4
A0260Q,A02_0_6_b,A02,6,0,one,FLC,Q,8,10,13,0.27,0.24,0.32,83.7
A0270Q,A02_0_7_a,A02,7,0,one,FLC,Q,11,13,18,0.09,0.13,0.3,98
A0270Q,A02_0_7_b,A02,7,0,one,FLC,Q,12,14,17,0.08,0.11,0.2,140.2
A0280Q,A02_0_8_a,A02,8,0,one,FLC,Q,12,13,16,0.1,0.11,0.21,96.7
A0280Q,A02_0_8_b,A02,8,0,one,FLC,Q,12,14,17,0.11,0.14,0.22,136.2
A0290Q,A02_0_9_a,A02,9,0,one,FLC,Q,13,15,17,0.11,0.14,0.19,138.6
A0290Q,A02_0_9_b,A02,9,0,one,FLC,Q,7,10,15,0.28,0.27,0.39,76.7
A0235Q,A02_5_3_a,A02,3,5,one,FLC,Q,6,10,18,0.36,0.36,0.49,63.5
A0235Q,A02_5_3_b,A02,3,5,one,FLC,Q,5,10,18,0.52,0.46,0.52,53.1
A0265Q,A02_5_6_a,A02,6,5,one,FLC,Q,3,17,22,0.94,0.64,0.48,60
A0265Q,A02_5_6_b,A02,6,5,one,FLC,Q,0,9,21,NA,0.84,0.63,27.3
A0310Q,A03_0_1_b,A03,1,0,one,FLC,Q,6,13,18,0.39,0.5,0.43,57.3
A03100Q,A03_0_10_a,A03,10,0,one,FLC,Q,5,8,18,0.32,0.35,0.55,44.1
A03100Q,A03_0_10_b,A03,10,0,one,FLC,Q,4,7,19,0.44,0.36,0.6,40.6
A03110Q,A03_0_11_a,A03,11,0,one,FLC,Q,5,8,18,0.4,0.38,0.51,43.7
A03110Q,A03_0_11_b,A03,11,0,one,FLC,Q,4,8,19,0.56,0.46,0.55,35.3
A03120Q,A03_0_12_a,A03,12,0,one,FLC,Q,6,10,18,0.28,0.41,0.47,48.5
A03120Q,A03_0_12_b,A03,12,0,one,FLC,Q,5,9,18,0.34,0.39,0.51,44.1
A0320Q,A03_0_2_a,A03,2,0,one,FLC,Q,8,17,20,0.21,0.46,0.36,63.1
A0320Q,A03_0_2_b,A03,2,0,one,FLC,Q,8,12,20,0.19,0.32,0.42,63.8
A0330Q,A03_0_3_a,A03,3,0,one,FLC,Q,7,13,20,0.22,0.38,0.4,55
A0330Q,A03_0_3_b,A03,3,0,one,FLC,Q,8,12,20,0.19,0.31,0.4,55.3
A0340Q,A03_0_4_a,A03,4,0,one,FLC,Q,6,10,19,0.42,0.4,0.46,44.6
A0340Q,A03_0_4_b,A03,4,0,one,FLC,Q,6,10,19,0.33,0.36,0.49,44.3
A0350Q,A03_0_5_a,A03,5,0,one,FLC,Q,8,11,20,0.16,0.28,0.42,57.6
A0350Q,A03_0_5_b,A03,5,0,one,FLC,Q,8,10,19,0.17,0.19,0.43,62.2
A0360Q,A03_0_6_a,A03,6,0,one,FLC,Q,7,11,20,0.28,0.37,0.47,49.8
A0360Q,A03_0_6_b,A03,6,0,one,FLC,Q,7,10,18,0.15,0.26,0.47,56.8
A0370Q,A03_0_7_a,A03,7,0,one,FLC,Q,6,11,18,0.28,0.4,0.44,53
A0370Q,A03_0_7_b,A03,7,0,one,FLC,Q,5,9,17,0.34,0.39,0.5,44.3
A0380Q,A03_0_8_a,A03,8,0,one,FLC,Q,6,10,18,0.31,0.39,0.48,51.4
A0380Q,A03_0_8_b,A03,8,0,one,FLC,Q,8,18,20,0.35,0.36,0.31,80
A0390Q,A03_0_9_a,A03,9,0,one,FLC,Q,6,10,19,0.18,0.33,0.48,50.5
A0390Q,A03_0_9_b,A03,9,0,one,FLC,Q,7,9,19,0.21,0.25,0.48,49.6
A03115Q,A03_5_11_b,A03,11,5,one,FLC,Q,0,4,8,NA,0.55,0.54,64.3
A0325Q,A03_5_2_a,A03,2,5,one,FLC,Q,0,0,1,NA,NA,,6.3
A0325Q,A03_5_2_b,A03,2,5,one,FLC,Q,1,1,1,NA,NA,NA,1
A0335Q,A03_5_3_a,A03,3,5,one,FLC,Q,0,14,20,NA,0.85,0.58,50.2
A0335Q,A03_5_3_b,A03,3,5,one,FLC,Q,0,6,20,NA,0.87,0.68,33.4
A0365Q,A03_5_6_a,A03,6,5,one,FLC,Q,0,8,24,NA,0.9,0.64,13.7
A0365Q,A03_5_6_b,A03,6,5,one,FLC,Q,0,5,24,NA,0.84,0.68,12.3
A0375Q,A03_5_7_a,A03,7,5,one,FLC,Q,0,9,21,NA,0.9,0.65,37.3
A0375Q,A03_5_7_b,A03,7,5,one,FLC,Q,0,5,22,NA,0.82,0.66,22.1
A0385Q,A03_5_8_a,A03,8,5,one,FLC,Q,0,14,23,NA,0.91,0.61,29.8
A0385Q,A03_5_8_b,A03,8,5,one,FLC,Q,0,7,24,NA,0.93,0.62,12.6
A0395Q,A03_5_9_a,A03,9,5,one,FLC,Q,0,17,22,NA,0.9,0.6,20.9
A0395Q,A03_5_9_b,A03,9,5,one,FLC,Q,0,11,22,NA,0.9,0.63,36.1
A0410M,A04_0_1_a,A04,1,0,one,FLC,M,11,14,16,0.1,0.18,0.21,165
A0410M,A04_0_1_b,A04,1,0,one,FLC,M,11,14,15,0.12,0.18,0.17,153.3
A04100M,A04_0_10_a,A04,10,0,one,FLC,M,11,14,17,0.08,0.18,0.23,158.6
A04100M,A04_0_10_b,A04,10,0,one,FLC,M,11,14,17,0.08,0.18,0.23,144
A04110M,A04_0_11_a,A04,11,0,one,FLC,M,11,13,16,0.12,0.18,0.23,147.1
A04110M,A04_0_11_b,A04,11,0,one,FLC,M,10,13,16,0.1,0.18,0.23,135.8
A04120M,A04_0_12_a,A04,12,0,one,FLC,M,11,14,16,0.1,0.19,0.19,169.6
A04120M,A04_0_12_b,A04,12,0,one,FLC,M,11,13,15,0.11,0.16,0.2,167.5
A0420M,A04_0_2_a,A04,2,0,one,FLC,M,11,13,16,0.13,0.18,0.22,117.1
A0420M,A04_0_2_b,A04,2,0,one,FLC,M,11,14,16,0.09,0.2,0.22,145.4
A0430M,A04_0_3_a,A04,3,0,one,FLC,M,11,14,16,0.1,0.19,0.21,149.4
A0430M,A04_0_3_b,A04,3,0,one,FLC,M,11,14,16,0.11,0.21,0.22,148.8
A0440M,A04_0_4_a,A04,4,0,one,FLC,M,12,15,17,0.13,0.18,0.2,124.6
A0440M,A04_0_4_b,A04,4,0,one,FLC,M,12,15,16,0.1,0.17,0.17,167.4
A0450M,A04_0_5_a,A04,5,0,one,FLC,M,11,14,16,0.08,0.18,0.2,164.3
A0450M,A04_0_5_b,A04,5,0,one,FLC,M,12,14,16,0.11,0.16,0.18,162.5
A0460M,A04_0_6_a,A04,6,0,one,FLC,M,11,14,16,0.1,0.19,0.21,153.6
A0460M,A04_0_6_b,A04,6,0,one,FLC,M,11,13,16,0.15,0.19,0.23,141.4
A0470M,A04_0_7_a,A04,7,0,one,FLC,M,11,13,16,0.09,0.15,0.22,132.9
A0470M,A04_0_7_b,A04,7,0,one,FLC,M,11,14,16,0.1,0.2,0.22,133.4
A0480M,A04_0_8_a,A04,8,0,one,FLC,M,10,14,16,0.11,0.23,0.23,151.7
A0480M,A04_0_8_b,A04,8,0,one,FLC,M,10,14,16,0.1,0.22,0.22,150.3
A0490M,A04_0_9_a,A04,9,0,one,FLC,M,11,14,16,0.11,0.19,0.2,147.7
A0490M,A04_0_9_b,A04,9,0,one,FLC,M,11,14,16,0.12,0.2,0.21,150.9
A0425M,A04_5_2_a,A04,2,5,one,FLC,M,0,1,18,NA,NA,0.78,17.9
A0425M,A04_5_2_b,A04,2,5,one,FLC,M,0,8,19,NA,0.92,0.71,29.4
,A04_5_3_a,A04,3,5,one,FLC,M,0,14,20,NA,0.71,0.55,55.3
,A04_5_3_b,A04,3,5,one,FLC,M,0,0,15,NA,NA,0.89,9.6
,A04_5_5_a,A04,5,5,one,FLC,M,0,8,18,NA,0.94,0.69,38.5
,A04_5_5_b,A04,5,5,one,FLC,M,0,0,17,NA,NA,0.85,20.4
A0465M,A04_5_6_a,A04,6,5,one,FLC,M,0,4,19,NA,0.81,0.72,26.9
A0465M,A04_5_6_b,A04,6,5,one,FLC,M,0,0,19,NA,NA,0.81,14.8
A0475M,A04_5_7_a,A04,7,5,one,FLC,M,0,6,16,NA,0.92,0.67,37.5
A0475M,A04_5_7_b,A04,7,5,one,FLC,M,0,1,17,NA,NA,0.8,22.3
A0485M,A04_5_8_a,A04,8,5,one,FLC,M,7,13,20,0.45,0.42,0.42,65.2
A0485M,A04_5_8_b,A04,8,5,one,FLC,M,5,9,15,0.74,0.45,0.51,61.5
A0810M,A08_0_1_a,A08,1,0,one,FLC,M,12,13,14,0.36,0.23,0.21,204.2
A0810M,A08_0_1_b,A08,1,0,one,FLC,M,11,13,14,0.44,0.2,0.2,149.6
A08100M,A08_0_10_a,A08,10,0,one,FLC,M,11,12,13,0.2,0.16,0.15,180.4
A08100M,A08_0_10_b,A08,10,0,one,FLC,M,10,12,13,0.26,0.18,0.19,191
A08110M,A08_0_11_a,A08,11,0,one,FLC,M,12,13,15,0.16,0.15,0.17,185.4
A08110M,A08_0_11_b,A08,11,0,one,FLC,M,11,12,14,0.25,0.18,0.19,175.8
A08120M,A08_0_12_a,A08,12,0,one,FLC,M,12,13,14,0.2,0.15,0.15,185.9
A08120M,A08_0_12_b,A08,12,0,one,FLC,M,11,13,13,0.2,0.15,0.14,207.8
A0820M,A08_0_2_a,A08,2,0,one,FLC,M,12,13,14,0.15,0.1,0.11,179.3
A0820M,A08_0_2_b,A08,2,0,one,FLC,M,12,13,14,0.15,0.12,0.14,218.2
A0830M,A08_0_3_a,A08,3,0,one,FLC,M,12,14,15,0.29,0.16,0.17,164.2
A0830M,A08_0_3_b,A08,3,0,one,FLC,M,11,13,14,0.31,0.18,0.17,196.6
A0840M,A08_0_4_a,A08,4,0,one,FLC,M,12,13,14,0.21,0.14,0.14,200.8
A0840M,A08_0_4_b,A08,4,0,one,FLC,M,11,12,14,0.19,0.14,0.19,182.6
A0850M,A08_0_5_a,A08,5,0,one,FLC,M,12,13,14,0.15,0.13,0.13,198
A0850M,A08_0_5_b,A08,5,0,one,FLC,M,11,13,14,0.23,0.16,0.18,192.6
A0860M,A08_0_6_a,A08,6,0,one,FLC,M,11,13,14,0.17,0.13,0.16,159.5
A0860M,A08_0_6_b,A08,6,0,one,FLC,M,11,12,14,0.2,0.15,0.17,215.2
A0870M,A08_0_7_a,A08,7,0,one,FLC,M,11,12,14,0.27,0.18,0.2,198.9
A0870M,A08_0_7_b,A08,7,0,one,FLC,M,10,12,13,0.15,0.16,0.16,174.8
A0880M,A08_0_8_a,A08,8,0,one,FLC,M,12,13,15,0.12,0.12,0.16,135.5
A0880M,A08_0_8_b,A08,8,0,one,FLC,M,11,13,14,0.19,0.14,0.16,186.3
A0890M,A08_0_9_a,A08,9,0,one,FLC,M,11,13,14,0.22,0.16,0.17,184.4
A0890M,A08_0_9_b,A08,9,0,one,FLC,M,10,12,13,0.3,0.18,0.18,170.3
,A08_5_10_a,A08,10,5,one,FLC,M,0,0,18,NA,NA,0.86,9.2
,A08_5_10_b,A08,10,5,one,FLC,M,0,0,18,NA,NA,0.89,12.2
A1710Q,A17_0_1_a,A17,1,0,one,FLC,Q,0,10,12,NA,0.84,0.58,37.5
A1710Q,A17_0_1_b,A17,1,0,one,FLC,Q,0,7,10,NA,0.93,0.63,84.2
A17100Q,A17_0_10_a,A17,10,0,one,FLC,Q,7,11,16,0.28,0.33,0.38,83.2
A17100Q,A17_0_10_b,A17,10,0,one,FLC,Q,8,12,17,0.21,0.34,0.37,83.5
A17120Q,A17_0_12_a,A17,12,0,one,FLC,Q,7,10,16,0.34,0.33,0.41,79.6
A17120Q,A17_0_12_b,A17,12,0,one,FLC,Q,7,11,15,0.38,0.34,0.39,89.2
A1720Q,A17_0_2_a,A17,2,0,one,FLC,Q,8,11,16,0.23,0.3,0.36,87.3
A1720Q,A17_0_2_b,A17,2,0,one,FLC,Q,5,10,15,0.42,0.5,0.45,60.3
A1730Q,A17_0_3_a,A17,3,0,one,FLC,Q,7,11,17,0.21,0.34,0.4,75.6
A1730Q,A17_0_3_b,A17,3,0,one,FLC,Q,8,13,17,0.24,0.39,0.36,78.5
A1740Q,A17_0_4_a,A17,4,0,one,FLC,Q,1,6,10,NA,0.61,0.54,52.9
A1740Q,A17_0_4_b,A17,4,0,one,FLC,Q,7,10,16,0.32,0.32,0.4,78.7
A1750Q,A17_0_5_a,A17,5,0,one,FLC,Q,8,12,17,0.27,0.34,0.36,85.8
A1750Q,A17_0_5_b,A17,5,0,one,FLC,Q,7,10,15,0.21,0.28,0.39,83
A1760Q,A17_0_6_a,A17,6,0,one,FLC,Q,8,11,16,0.16,0.23,0.34,103.8
A1760Q,A17_0_6_b,A17,6,0,one,FLC,Q,8,10,13,0.32,0.26,0.3,116.2
A1770Q,A17_0_7_a,A17,7,0,one,FLC,Q,8,11,15,0.13,0.23,0.33,97.4
A1770Q,A17_0_7_b,A17,7,0,one,FLC,Q,9,11,15,0.13,0.19,0.31,121.7
A1780Q,A17_0_8_a,A17,8,0,one,FLC,Q,7,10,15,0.5,0.37,0.42,82.1
A1780Q,A17_0_8_b,A17,8,0,one,FLC,Q,7,11,16,0.44,0.37,0.42,82.3
A1790Q,A17_0_9_a,A17,9,0,one,FLC,Q,5,12,16,0.36,0.51,0.44,59.5
A1790Q,A17_0_9_b,A17,9,0,one,FLC,Q,7,11,16,0.29,0.35,0.39,83.9
A17105Q,A17_5_10_a,A17,10,5,one,FLC,Q,0,9,20,NA,0.89,0.67,45.3
A17105Q,A17_5_10_b,A17,10,5,one,FLC,Q,0,6,18,NA,0.88,0.65,47.1
A17115Q,A17_5_11_a,A17,11,5,one,FLC,Q,0,6,18,NA,0.98,0.66,51.8
A17115Q,A17_5_11_b,A17,11,5,one,FLC,Q,0,10,19,NA,0.83,0.61,60.9
A1725Q,A17_5_2_a,A17,2,5,one,FLC,Q,0,0,17,NA,NA,0.74,48.2
A1725Q,A17_5_2_b,A17,2,5,one,FLC,Q,0,1,18,NA,NA,0.69,43
A1795Q,A17_5_9_a,A17,9,5,one,FLC,Q,0,0,18,NA,NA,0.79,27.3
A1795Q,A17_5_9_b,A17,9,5,one,FLC,Q,0,0,18,NA,NA,0.74,31.9
A0210M,A_1_t0_a,A02,1,0,one,FLC,M,17,19,20,0.12,0.12,0.14,103.1
A0210M,A_1_t0_b,A02,1,0,one,FLC,M,15,18,19,0.14,0.13,0.14,115.2
A0220M,A_2_t0_a,A02,2,0,one,FLC,M,16,19,21,0.09,0.14,0.17,127.5
A0220M,A_2_t0_b,A02,2,0,one,FLC,M,16,19,20,0.11,0.12,0.14,130
A0230M,A_3_t0_a,A02,3,0,one,FLC,M,17,20,22,0.12,0.13,0.17,126
A0230M,A_3_t0_b,A02,3,0,one,FLC,M,15,18,21,0.1,0.15,0.2,127.4
A0240M,A_4_t0_a,A02,4,0,one,FLC,M,15,19,22,0.11,0.17,0.21,116.2
A0240M,A_4_t0_b,A02,4,0,one,FLC,M,16,18,20,0.14,0.13,0.17,126.6
A0250M,A_5_t0_a,A02,5,0,one,FLC,M,16,18,19,0.12,0.1,0.12,132.8
A0250M,A_5_t0_b,A02,5,0,one,FLC,M,16,17,20,0.07,0.08,0.16,128.9
A0260M,A_6_t0_a,A02,6,0,one,FLC,M,16,19,21,0.11,0.13,0.16,129.1
A0260M,A_6_t0_b,A02,6,0,one,FLC,M,17,18,20,0.11,0.1,0.13,139.9
A0270M,A_7_t0_a,A02,7,0,one,FLC,M,17,20,22,0.11,0.15,0.17,122.7
A0270M,A_7_t0_b,A02,7,0,one,FLC,M,16,19,22,0.09,0.13,0.2,97.3
A0280M,A_8_t0_a,A02,8,0,one,FLC,M,15,18,20,0.09,0.14,0.17,129
A0280M,A_8_t0_b,A02,8,0,one,FLC,M,15,16,19,0.11,0.11,0.19,132.2
A0290M,A_9_t0_a,A02,9,0,one,FLC,M,15,18,22,0.11,0.15,0.23,122.3
A0290M,A_9_t0_b,A02,9,0,one,FLC,M,15,17,24,0.09,0.13,0.28,83
A0310M,B_1_t0_a,A03,1,0,one,FLC,M,9,18,21,0.21,0.42,0.36,70.8
A0310M,B_1_t0_b,A03,1,0,one,FLC,M,9,14,21,0.1,0.33,0.38,67.9
A03100M,B_10_t0_a,A03,10,0,one,FLC,M,12,20,23,0.18,0.35,0.3,80.3
A03100M,B_10_t0_b,A03,10,0,one,FLC,M,12,19,22,0.19,0.3,0.28,94.9
A03110M,B_11_t0_a,A03,11,0,one,FLC,M,10,18,22,0.18,0.36,0.36,82.2
A03110M,B_11_t0_b,A03,11,0,one,FLC,M,11,17,22,0.21,0.34,0.34,76.9
A03120M,B_12_t0_a,A03,12,0,one,FLC,M,9,17,21,0.2,0.4,0.35,63
A03120M,B_12_t0_b,A03,12,0,one,FLC,M,8,16,20,0.26,0.41,0.37,72.3
A0320M,B_2_t0_a,A03,2,0,one,FLC,M,8,13,20,0.14,0.33,0.39,65.5
A0320M,B_2_t0_b,A03,2,0,one,FLC,M,10,14,20,0.14,0.3,0.35,75.6
A0330M,B_3_t0_a,A03,3,0,one,FLC,M,9,19,22,0.12,0.42,0.35,66.1
A0330M,B_3_t0_b,A03,3,0,one,FLC,M,12,19,24,0.15,0.3,0.32,103.4
A0340M,B_4_t0_a,A03,4,0,one,FLC,M,10,18,22,0.06,0.34,0.36,58
A0340M,B_4_t0_b,A03,4,0,one,FLC,M,12,21,23,0.09,0.29,0.26,89.3
A0350M,B_5_t0_a,A03,5,0,one,FLC,M,13,20,23,0.15,0.28,0.28,86
A0350M,B_5_t0_b,A03,5,0,one,FLC,M,13,20,22,0.12,0.26,0.24,105
A0360M,B_6_t0_a,A03,6,0,one,FLC,M,11,19,23,0.11,0.35,0.32,79.7
A0360M,B_6_t0_b,A03,6,0,one,FLC,M,13,19,22,0.14,0.28,0.25,89.7
A0370M,B_7_t0_a,A03,7,0,one,FLC,M,11,18,23,0.1,0.3,0.31,84.8
A0370M,B_7_t0_b,A03,7,0,one,FLC,M,12,20,23,0.13,0.32,0.3,90.2
A0380M,B_8_t0_a,A03,8,0,one,FLC,M,11,18,20,0.11,0.28,0.26,88.1
A0380M,B_8_t0_b,A03,8,0,one,FLC,M,12,19,22,0.12,0.33,0.27,98.8
A0390M,B_9_t0_a,A03,9,0,one,FLC,M,11,16,21,0.16,0.28,0.33,84.2
A0390M,B_9_t0_b,A03,9,0,one,FLC,M,12,19,22,0.14,0.32,0.28,79.1
A0410M,C_1_t0_a,A04,1,0,two,FLC,M,14,16,17,0.08,0.11,0.13,105.1
A0410M,C_1_t0_b,A04,1,0,two,FLC,M,17,20,23,0.12,0.14,0.19,152.5
A04100M,C_10_t0_a,A04,10,0,two,FLC,M,15,18,21,0.1,0.14,0.2,131
A04100M,C_10_t0_b,A04,10,0,two,FLC,M,15,18,19,0.08,0.12,0.14,149.4
A04110M,C_11_t0_a,A04,11,0,two,FLC,M,15,18,20,0.14,0.15,0.17,111.9
A04110M,C_11_t0_b,A04,11,0,two,FLC,M,14,16,18,0.07,0.11,0.15,130.2
A04120M,C_12_t0_a,A04,12,0,two,FLC,M,13,16,19,0.1,0.16,0.21,128.2
A04120M,C_12_t0_b,A04,12,0,two,FLC,M,14,17,19,0.14,0.18,0.18,120.5
A0420M,C_2_t0_a,A04,2,0,two,FLC,M,15,18,19,0.11,0.12,0.14,89.1
A0420M,C_2_t0_b,A04,2,0,two,FLC,M,16,19,21,0.12,0.13,0.16,147.6
A0430M,C_3_t0_a,A04,3,0,two,FLC,M,16,18,20,0.11,0.13,0.16,112.1
A0430M,C_3_t0_b,A04,3,0,two,FLC,M,16,18,20,0.12,0.13,0.16,147.8
A0440M,C_4_t0_a,A04,4,0,two,FLC,M,17,19,21,0.11,0.11,0.15,140
A0440M,C_4_t0_b,A04,4,0,two,FLC,M,16,18,19,0.11,0.12,0.13,149.2
A0450M,C_5_t0_a,A04,5,0,two,FLC,M,16,19,22,0.09,0.14,0.2,123
A0450M,C_5_t0_b,A04,5,0,two,FLC,M,17,19,20,0.12,0.12,0.13,181.7
A0460M,C_6_t0_a,A04,6,0,two,FLC,M,17,18,20,0.12,0.1,0.13,136.1
A0460M,C_6_t0_b,A04,6,0,two,FLC,M,17,19,22,0.1,0.13,0.19,95.8
A0465M,C_6_t5_a,A04,6,5,two,FLC,M,11,21,25,0.42,0.41,0.35,38
A0465M,C_6_t5_b,A04,6,5,two,FLC,M,11,22,25,0.43,0.43,0.31,33.3
A0470M,C_7_t0_a,A04,7,0,two,FLC,M,18,20,22,0.12,0.11,0.14,123.7
A0470M,C_7_t0_b,A04,7,0,two,FLC,M,16,18,20,0.12,0.12,0.14,88.8
A0475M,C_7_t5_a,A04,7,5,two,FLC,M,7,18,21,0.57,0.5,0.49,14.1
A0475M,C_7_t5_b,A04,7,5,two,FLC,M,16,24,26,0.35,0.24,0.2,40.1
